customer_id,total_transactions,total_amount,avg_transaction_amount
CUST2087,18,828326.07,46018.115
CUST2088,24,1430862.65,59619.27708333333
CUST2089,19,877259.13,46171.53315789474
CUST209,22,878809.79,39945.899545454544
CUST2090,18,1154894.94,64160.829999999994
CUST2091,14,566147.19,40439.085
CUST2092,20,893226.41,44661.3205
CUST2093,26,1256766.26,48337.163846153846
CUST2094,14,590122.85,42151.63214285714
CUST2095,33,1987921.4000000001,60240.04242424243
CUST2096,21,1113283.11,53013.48142857143
CUST2097,20,1059510.28,52975.514
CUST2098,27,1319801.5899999999,48881.54037037036
CUST2099,17,898263.46,52839.02705882353
CUST21,18,978659.97,54369.99833333333
CUST210,14,664981.35,47498.66785714286
CUST2100,21,1047330.42,49872.87714285714
CUST2101,18,1113149.42,61841.63444444444
CUST2102,21,872231.38,41534.82761904762
CUST2103,15,788296.4099999999,52553.094
CUST2104,20,1113618.0,55680.9
CUST2105,20,892840.03,44642.0015
CUST2106,22,1248749.78,56761.35363636364
CUST2107,18,821623.83,45645.76833333333
CUST2108,29,1577258.6300000001,54388.22862068966
CUST2109,17,752851.46,44285.38
CUST211,11,557913.17,50719.3790909091
CUST2110,28,1226078.38,43788.513571428564
CUST2111,19,860457.35,45287.22894736842
CUST2112,27,1227538.78,45464.39925925926
CUST2113,19,1112474.38,58551.28315789473
CUST2114,16,829337.02,51833.56375
CUST2115,24,1131771.24,47157.135
CUST2116,19,917550.3200000001,48292.12210526316
CUST2117,18,921093.26,51171.84777777778
CUST2118,18,948673.14,52704.06333333333
CUST2119,19,896186.01,47167.68473684211
CUST212,13,767977.45,59075.188461538455
CUST2120,22,1113086.16,50594.82545454545
CUST2121,16,707770.87,44235.679375
CUST2122,23,1104793.13,48034.48391304347
CUST2123,25,1485288.26,59411.5304
CUST2124,29,1576958.44,54377.877241379305
CUST2125,20,887853.42,44392.671
CUST2126,25,1170115.7,46804.628
CUST2127,18,1012077.56,56226.531111111115
CUST2128,26,1307489.18,50288.04538461538
CUST2129,23,927380.72,40320.900869565216
CUST213,20,966402.44,48320.121999999996
CUST2130,16,643150.8,40196.925
CUST2131,12,468471.35,39039.27916666667
CUST2132,20,1117965.87,55898.29350000001
CUST2133,9,476644.72,52960.52444444444
CUST2134,20,931316.6799999999,46565.833999999995
CUST2135,28,1471345.61,52548.0575
CUST2136,11,615048.6,55913.50909090909
CUST2137,29,1163276.0,40112.96551724138
CUST2138,21,1137229.15,54153.76904761904
CUST2139,21,1000735.25,47654.05952380953
CUST214,19,973804.69,51252.87842105263
CUST2140,24,1128515.01,47021.45875
CUST2141,28,1345924.06,48068.71642857143
CUST2142,11,627577.47,57052.49727272727
CUST2143,13,640782.0700000001,49290.92846153847
CUST2144,24,1145214.94,47717.28916666666
CUST2145,25,1552493.93,62099.7572
CUST2146,24,1291197.33,53799.888750000006
CUST2147,8,341744.11,42718.01375
CUST2148,22,1094123.1,49732.86818181819
CUST2149,19,750442.9,39496.994736842105
CUST215,18,701935.05,38996.39166666667
CUST2150,21,1154928.02,54996.572380952384
CUST2151,19,1191303.15,62700.16578947368
CUST2152,23,1346876.16,58559.833043478255
CUST2153,18,991334.79,55074.155
CUST2154,19,940707.96,49510.94526315789
CUST2155,16,801335.08,50083.4425
CUST2156,25,1172160.09,46886.403600000005
CUST2157,21,936384.5,44589.73809523809
CUST2158,17,762327.8200000001,44842.812941176475
CUST2159,22,1282336.97,58288.04409090909
CUST216,16,696839.9299999999,43552.495624999996
CUST2160,26,1336608.4,51408.015384615384
CUST2161,20,821752.74,41087.637
CUST2162,21,927671.2,44174.81904761904
CUST2163,26,1566982.76,60268.56769230769
CUST2164,20,1212270.73,60613.5365
CUST2165,18,986056.23,54780.901666666665
CUST2166,21,898111.88,42767.23238095238
CUST2167,13,595041.65,45772.43461538462
CUST2168,14,658656.89,47046.92071428571
CUST2169,25,1416987.47,56679.4988
CUST217,19,798626.66,42032.98210526316
CUST2170,15,852387.02,56825.80133333334
CUST2171,25,1511074.06,60442.962400000004
CUST2172,26,872400.78,33553.876153846155
CUST2173,14,752114.78,53722.48428571429
CUST2174,18,815777.36,45320.96444444444
CUST2175,23,1169987.9,50869.03913043478
CUST2176,25,1188534.09,47541.363600000004
CUST2177,12,604457.12,50371.426666666666
CUST2178,22,846187.03,38463.04681818182
CUST2179,15,785534.37,52368.958
CUST218,14,701289.13,50092.080714285716
CUST2180,19,1060918.31,55837.805789473685
CUST2181,17,887404.1900000001,52200.24647058824
CUST2182,21,1295071.56,61670.07428571429
CUST2183,21,1277547.53,60835.596666666665
CUST2184,19,648841.0700000001,34149.530000000006
CUST2185,15,863294.8300000001,57552.98866666667
CUST2186,17,697296.71,41017.45352941176
CUST2187,15,716686.69,47779.11266666666
CUST2188,27,1312922.24,48626.74962962963
CUST2189,14,665063.95,47504.56785714285
CUST219,19,1111656.59,58508.241578947374
CUST2190,22,823917.73,37450.80590909091
CUST2191,15,630768.0700000001,42051.20466666667
CUST2192,20,948862.08,47443.104
CUST2193,24,953088.66,39712.027500000004
CUST2194,17,841381.74,49493.04352941176
CUST2195,16,563924.25,35245.265625
CUST2196,18,893152.88,49619.60444444444
CUST2197,22,1149691.67,52258.71227272727
CUST2198,14,549982.86,39284.49
CUST2199,24,1318673.58,54944.732500000006
CUST22,12,812348.22,67695.685
CUST220,15,808402.41,53893.494
CUST2200,15,813083.78,54205.585333333336
CUST2201,20,1119373.03,55968.6515
CUST2202,23,1098764.18,47772.35565217391
CUST2203,17,958329.41,56372.31823529412
CUST2204,23,1097472.54,47716.19739130435
CUST2205,19,958291.36,50436.38736842105
CUST2206,17,896357.02,52726.88352941177
CUST2207,16,913831.3300000001,57114.458125000005
CUST2208,21,1151571.39,54836.73285714285
CUST2209,19,950032.19,50001.694210526315
CUST221,29,1567613.79,54055.64793103449
CUST2210,24,1110271.33,46261.30541666667
CUST2211,24,1181554.16,49231.42333333333
CUST2212,23,1021775.3099999999,44425.013478260866
CUST2213,25,1329818.93,53192.7572
CUST2214,19,1011615.98,53242.94631578947
CUST2215,17,917182.51,53951.91235294117
CUST2216,26,1202619.3800000001,46254.591538461544
CUST2217,16,673088.72,42068.045
CUST2218,15,745092.18,49672.812000000005
CUST2219,23,1275131.83,55440.51434782609
CUST222,14,500534.75,35752.482142857145
CUST2220,20,955489.39,47774.4695
CUST2221,17,795562.03,46797.766470588234
CUST2222,16,814500.37,50906.273125
CUST2223,16,815185.27,50949.079375
CUST2224,18,979524.02,54418.00111111111
CUST2225,25,1255044.45,50201.778
CUST2226,17,649936.13,38231.53705882353
CUST2227,16,1106273.26,69142.07875
CUST2228,12,605850.28,50487.52333333334
CUST2229,22,1028911.45,46768.70227272727
CUST223,20,1010429.78,50521.489
CUST2230,19,890916.37,46890.3352631579
CUST2231,24,1049485.88,43728.57833333333
CUST2232,16,906183.1699999999,56636.448124999995
CUST2233,23,1156657.01,50289.43521739131
CUST2234,18,974152.11,54119.56166666667
CUST2235,17,782298.25,46017.544117647056
CUST2236,14,694673.14,49619.51
CUST2237,22,1053958.13,47907.18772727272
CUST2238,22,1203397.66,54699.89363636363
CUST2239,19,1036412.43,54548.02263157895
CUST224,18,911332.88,50629.60444444444
CUST2240,19,1037329.08,54596.26736842105
CUST2241,17,712715.52,41924.44235294118
CUST2242,17,758559.66,44621.156470588234
CUST2243,17,796894.2000000001,46876.12941176471
CUST2244,11,510140.35,46376.395454545454
CUST2245,22,1061244.5,48238.38636363636
CUST2246,20,1015646.16,50782.308000000005
CUST2247,16,763936.53,47746.033125
CUST2248,18,544072.82,30226.267777777775
CUST2249,17,917988.61,53999.33
CUST225,22,1021161.9299999999,46416.45136363636
CUST2250,24,929005.56,38708.565
CUST2251,16,770409.53,48150.595625
CUST2252,20,1069321.01,53466.0505
CUST2253,30,1449991.33,48333.04433333334
CUST2254,28,1265867.16,45209.54142857143
CUST2255,19,1147072.58,60372.24105263158
CUST2256,17,924535.06,54384.41529411765
CUST2257,24,1398090.66,58253.7775
CUST2258,25,1133137.79,45325.5116
CUST2259,15,673671.8300000001,44911.45533333334
CUST226,18,984653.7,54702.98333333333
CUST2260,24,1125556.37,46898.18208333334
CUST2261,20,995228.35,49761.417499999996
CUST2262,26,1451651.69,55832.75730769231
CUST2263,25,1333086.83,53323.4732
CUST2264,27,1259639.23,46653.304814814815
CUST2265,14,769199.27,54942.805
CUST2266,20,1160023.71,58001.1855
CUST2267,21,1020402.03,48590.572857142855
CUST2268,16,1103591.3,68974.45625
CUST2269,18,710596.15,39477.56388888889
CUST227,15,701167.13,46744.475333333336
CUST2270,17,888640.69,52272.98176470588
CUST2271,17,993867.91,58462.81823529412
CUST2272,30,1403956.01,46798.53366666667
CUST2273,18,923163.78,51286.87666666667
CUST2274,22,916793.38,41672.42636363636
CUST2275,16,804758.75,50297.421875
CUST2276,18,933917.85,51884.325
CUST2277,20,952796.37,47639.8185
CUST2278,24,1321942.47,55080.93625
CUST2279,20,855920.05,42796.0025
CUST228,26,1336942.8,51420.876923076925
CUST2280,18,1029568.02,57198.223333333335
CUST2281,22,1200866.48,54584.84
CUST2282,20,1019900.76,50995.038
CUST2283,18,989272.55,54959.586111111115
CUST2284,22,1126985.73,51226.62409090909
CUST2285,15,618047.81,41203.187333333335
CUST2286,14,669505.47,47821.819285714286
CUST2287,21,1296735.27,61749.298571428575
CUST2288,20,856127.17,42806.3585
CUST2289,24,1053276.11,43886.504583333335
CUST229,15,587616.88,39174.458666666666
CUST2290,21,1195127.01,56910.81
CUST2291,14,514873.42,36776.672857142854
CUST2292,12,595183.0,49598.583333333336
CUST2293,21,997337.87,47492.27952380952
CUST2294,13,794727.9099999999,61132.91615384615
CUST2295,26,1459223.49,56123.98038461538
CUST2296,24,1323165.11,55131.879583333335
CUST2297,18,970171.09,53898.39388888889
CUST2298,20,978487.9299999999,48924.396499999995
CUST2299,30,1476440.56,49214.685333333335
CUST23,18,965124.98,53618.054444444446
CUST230,18,958892.06,53271.781111111115
CUST2300,15,595943.96,39729.59733333333
CUST2301,27,1282427.8,47497.32592592593
CUST2302,16,666170.76,41635.6725
CUST2303,22,1239988.4,56363.109090909085
CUST2304,33,1719593.97,52108.90818181818
CUST2305,15,741142.45,49409.496666666666
CUST2306,22,1107738.8699999999,50351.766818181815
CUST2307,23,1180834.06,51340.611304347825
CUST2308,23,1045063.4,45437.53913043479
CUST2309,19,925849.75,48728.93421052631
CUST231,19,1042052.22,54844.853684210524
CUST2310,18,1002769.96,55709.44222222222
CUST2311,21,949886.49,45232.69
CUST2312,22,913463.94,41521.08818181818
CUST2313,18,984090.33,54671.685
CUST2314,21,981004.61,46714.50523809524
CUST2315,20,1072649.82,53632.491
CUST2316,14,643523.78,45965.98428571429
CUST2317,21,1007781.98,47989.6180952381
CUST2318,23,941866.3099999999,40950.70913043478
CUST2319,14,756843.9,54060.27857142857
CUST232,16,828350.19,51771.886875
CUST2320,22,1023146.5599999999,46506.66181818181
CUST2321,27,1295650.87,47987.06925925926
CUST2322,22,1283560.47,58343.65772727272
CUST2323,26,962990.6799999999,37038.10307692307
CUST2324,18,988847.28,54935.96
CUST2325,13,466228.37,35863.72076923077
CUST2326,24,1249161.95,52048.41458333333
CUST2327,21,1180158.93,56198.044285714284
CUST2328,11,729512.58,66319.32545454545
CUST2329,13,627538.84,48272.21846153846
CUST233,21,1227597.56,58457.02666666667
CUST2330,20,787614.26,39380.713
CUST2331,15,792494.39,52832.95933333333
CUST2332,17,704627.55,41448.67941176471
CUST2333,24,1189831.08,49576.295000000006
CUST2334,21,1232909.28,58709.96571428572
CUST2335,21,1151194.6199999999,54818.79142857142
CUST2336,17,846177.83,49775.166470588236
CUST2337,23,1052295.54,45751.98
CUST2338,24,1212149.94,50506.2475
CUST2339,16,1014483.46,63405.21625
CUST234,20,963367.85,48168.3925
CUST2340,19,1060389.65,55809.981578947365
CUST2341,19,835684.49,43983.39421052631
CUST2342,17,860034.06,50590.23882352941
CUST2343,18,1055150.04,58619.44666666667
CUST2344,21,923708.54,43986.12095238095
CUST2345,19,1008985.32,53104.490526315785
CUST2346,16,865604.29,54100.268125
CUST2347,18,986556.04,54808.66888888889
CUST2348,15,586086.72,39072.448
CUST2349,22,1170545.48,53206.612727272724
CUST235,12,390214.35,32517.8625
CUST2350,19,975694.56,51352.3452631579
CUST2351,19,1054480.56,55498.976842105265
CUST2352,23,1066780.57,46381.76391304348
CUST2353,30,1472805.51,49093.517
CUST2354,18,785422.4299999999,43634.57944444444
CUST2355,19,1045987.09,55051.95210526315
CUST2356,26,1253728.85,48220.34038461539
CUST2357,23,995268.93,43272.562173913044
CUST2358,15,926412.6,61760.84
CUST2359,12,783384.22,65282.01833333333
CUST236,20,979305.72,48965.286
CUST2360,22,1435720.42,65260.01909090909
CUST2361,17,895857.95,52697.52647058823
CUST2362,21,1067750.09,50845.24238095238
CUST2363,26,1376265.87,52933.3026923077
CUST2364,22,876257.4400000001,39829.88363636364
CUST2365,26,1062818.4,40877.63076923077
CUST2366,24,1325951.76,55247.99
CUST2367,21,1404403.85,66876.37380952381
CUST2368,19,805598.13,42399.90157894737
CUST2369,17,949936.36,55878.60941176471
CUST237,14,608449.16,43460.654285714285
CUST2370,16,898683.68,56167.73
CUST2371,14,708204.41,50586.029285714285
CUST2372,19,828302.8300000001,43594.88578947369
CUST2373,23,1255227.19,54575.0952173913
CUST2374,32,1649136.9,51535.528125
CUST2375,18,803241.79,44624.54388888889
CUST2376,22,1099911.52,49995.97818181818
CUST2377,18,1124918.95,62495.49722222222
CUST2378,19,954294.4299999999,50226.02263157894
CUST2379,13,625739.9,48133.838461538464
CUST238,16,758407.12,47400.445
CUST2380,16,587061.88,36691.3675
CUST2381,21,860280.86,40965.75523809524
CUST2382,19,853113.0,44900.68421052631
CUST2383,16,636044.37,39752.773125
CUST2384,27,1526793.97,56547.92481481481
CUST2385,13,585539.41,45041.49307692308
CUST2386,13,765779.24,58906.095384615386
CUST2387,16,663656.54,41478.53375
CUST2388,13,701194.51,53938.03923076923
CUST2389,19,1013119.79,53322.09421052632
CUST239,25,1554016.1400000001,62160.6456
CUST2390,17,1068113.94,62830.23176470588
CUST2391,18,989078.46,54948.80333333333
CUST2392,20,731651.38,36582.569
CUST2393,13,791088.3099999999,60852.94692307692
CUST2394,25,1372178.4,54887.136
CUST2395,24,999240.48,41635.02
CUST2396,25,1124971.85,44998.874
CUST2397,21,1132324.31,53920.20523809524
CUST2398,22,983536.37,44706.19863636364
CUST2399,19,1042276.82,54856.674736842106
CUST24,18,948037.07,52668.72611111111
CUST240,19,1056065.53,55582.396315789476
CUST2400,23,921170.5700000001,40050.89434782609
CUST2401,25,1175631.44,47025.2576
CUST2402,20,1031494.68,51574.734000000004
CUST2403,26,1393982.95,53614.72884615384
CUST2404,14,710615.18,50758.22714285715
CUST2405,21,908830.02,43277.62
CUST2406,13,582085.92,44775.840000000004
CUST2407,20,1128925.29,56446.264500000005
CUST2408,23,980015.48,42609.36869565217
CUST2409,17,904947.23,53232.19
CUST241,24,1400852.36,58368.848333333335
CUST2410,17,807923.05,47524.88529411765
CUST2411,15,794019.4199999999,52934.628
CUST2412,15,800901.26,53393.41733333333
CUST2413,28,1294433.91,46229.782499999994
CUST2414,30,1448972.44,48299.08133333333
CUST2415,20,1049518.48,52475.924
CUST2416,27,1631730.09,60434.44777777778
CUST2417,17,969955.9099999999,57056.229999999996
CUST2418,22,1199030.87,54501.40318181819
CUST2419,24,1054539.89,43939.16208333333
CUST242,12,676569.45,56380.7875
CUST2420,23,1216260.81,52880.9047826087
CUST2421,23,1028219.0,44705.17391304348
CUST2422,20,912455.59,45622.7795
CUST2423,20,781577.02,39078.851
CUST2424,19,957992.76,50420.67157894737
CUST2425,15,700257.94,46683.86266666666
CUST2426,25,1186667.3900000001,47466.69560000001
CUST2427,20,868250.23,43412.5115
CUST2428,31,1491519.45,48113.53064516129
CUST2429,17,619936.95,36466.879411764705
CUST243,18,848044.62,47113.59
CUST2430,13,839919.51,64609.193076923075
CUST2431,24,1229521.21,51230.050416666665
CUST2432,30,1220146.99,40671.566333333336
CUST2433,15,951106.09,63407.07266666667
CUST2434,22,1194516.72,54296.214545454546
CUST2435,30,1277566.38,42585.545999999995
CUST2436,18,738713.89,41039.66055555556
CUST2437,12,596569.0599999999,49714.088333333326
CUST2438,21,1174878.25,55946.583333333336
CUST2439,19,1112763.69,58566.509999999995
CUST244,23,958187.39,41660.321304347824
CUST2440,17,668324.88,39313.22823529412
CUST2441,16,979760.49,61235.030625
CUST2442,17,680122.61,40007.21235294118
CUST2443,25,1479010.4,59160.416
CUST2444,18,1074792.87,59710.715000000004
CUST2445,13,635708.14,48900.626153846155
CUST2446,30,1235563.66,41185.45533333333
CUST2447,24,1030500.63,42937.52625
CUST2448,19,652409.68,34337.35157894737
CUST2449,19,1010410.73,53179.51210526316
CUST245,19,1052420.37,55390.54578947369
CUST2450,26,1260191.87,48468.91807692308
CUST2451,22,1148131.1,52187.777272727275
CUST2452,19,796258.7,41908.35263157894
CUST2453,19,727274.62,38277.61157894737
CUST2454,28,1402323.72,50082.99
CUST2455,21,892150.87,42483.374761904764
CUST2456,21,922302.3200000001,43919.1580952381
CUST2457,28,1331122.51,47540.08964285714
CUST2458,23,1005598.24,43721.66260869565
CUST2459,17,990743.36,58279.02117647059
CUST246,19,929182.99,48904.36789473684
CUST2460,20,1111660.76,55583.038
CUST2461,19,867110.91,45637.41631578947
CUST2462,18,903437.96,50190.997777777775
CUST2463,32,1548421.07,48388.1584375
CUST2464,22,1133592.67,51526.939545454545
CUST2465,15,615620.55,41041.37
CUST2466,17,886644.35,52155.549999999996
CUST2467,22,1264590.72,57481.39636363636
CUST2468,19,911453.6900000001,47971.24684210527
CUST2469,15,942890.16,62859.344000000005
CUST247,22,1460554.14,66388.82454545454
CUST2470,24,977426.81,40726.11708333334
CUST2471,19,1083990.29,57052.12052631579
CUST2472,24,1042074.1,43419.754166666666
CUST2473,20,830306.64,41515.332
CUST2474,19,944537.04,49712.47578947368
CUST2475,27,1131416.93,41904.33074074074
CUST2476,29,1556281.52,53664.88
CUST2477,14,700459.27,50032.805
CUST2478,19,1013574.71,53346.03736842105
CUST2479,14,864471.42,61747.95857142857
CUST248,19,916229.9,48222.62631578947
CUST2480,19,1252664.74,65929.72315789474
CUST2481,19,1004016.79,52842.98894736842
CUST2482,23,1134692.65,49334.46304347826
CUST2483,23,1062576.56,46198.98086956522
CUST2484,17,909564.11,53503.77117647059
CUST2485,23,1524612.4,66287.49565217391
CUST2486,19,1022871.46,53835.34
CUST2487,22,1188600.27,54027.285
CUST2488,13,635976.55,48921.273076923084
CUST2489,21,1026514.71,48881.65285714286
CUST249,11,419131.08999999997,38102.82636363636
CUST2490,16,798904.4,49931.525
CUST2491,22,1287274.54,58512.479090909095
CUST2492,17,909672.77,53510.16294117647
CUST2493,20,1029316.0900000001,51465.804500000006
CUST2494,19,866051.65,45581.665789473685
CUST2495,21,838976.31,39951.25285714286
CUST2496,21,1016573.67,48408.270000000004
CUST2497,15,760613.12,50707.541333333334
CUST2498,14,684052.16,48860.868571428575
CUST2499,22,1146667.8,52121.26363636364
CUST25,14,719518.25,51394.16071428572
CUST250,14,702071.49,50147.96357142857
CUST2500,20,879040.01,43952.0005
CUST2501,17,692397.24,40729.24941176471
CUST2502,16,768702.67,48043.916875
CUST2503,18,1019315.1,56628.61666666667
CUST2504,13,712329.64,54794.587692307694
CUST2505,24,1163091.3800000001,48462.14083333334
CUST2506,17,813322.53,47842.501764705885
CUST2507,18,834689.58,46371.64333333333
CUST2508,17,702155.92,41303.28941176471
CUST2509,25,1315256.9,52610.276
CUST251,23,1266080.57,55046.98130434783
CUST2510,15,632988.0,42199.2
CUST2511,31,1481242.84,47782.027096774196
CUST2512,23,1075432.61,46757.9395652174
CUST2513,21,1032667.07,49174.62238095238
CUST2514,26,1492527.69,57404.91115384615
CUST2515,22,1104388.95,50199.49772727273
CUST2516,11,708237.48,64385.225454545456
CUST2517,16,827476.06,51717.25375
CUST2518,18,877591.89,48755.105
CUST2519,19,724053.29,38108.06789473684
CUST252,16,787868.53,49241.783125
CUST2520,18,984580.98,54698.94333333333
CUST2521,20,1010875.08,50543.754
CUST2522,22,1256859.81,57129.99136363636
CUST2523,23,1145025.06,49783.69826086957
CUST2524,19,994527.0,52343.52631578947
CUST2525,31,1355329.82,43720.316774193554
CUST2526,21,858168.35,40865.159523809525
CUST2527,20,989600.42,49480.021
CUST2528,21,1162797.45,55371.30714285714
CUST2529,28,1497124.02,53468.715000000004
CUST253,24,1212642.55,50526.77291666667
CUST2530,28,1309741.96,46776.49857142857
CUST2531,22,1353895.17,61540.689545454545
CUST2532,18,998294.03,55460.779444444444
CUST2533,22,964543.4299999999,43842.88318181818
CUST2534,18,1031109.84,57283.88
CUST2535,19,1070542.74,56344.354736842106
CUST2536,17,998169.0,58715.82352941176
CUST2537,14,896060.26,64004.30428571429
CUST2538,14,670188.01,47870.57214285714
CUST2539,15,759390.78,50626.052
CUST254,27,1276953.76,47294.583703703705
CUST2540,18,715942.91,39774.60611111111
CUST2541,10,529910.18,52991.018000000004
CUST2542,13,775154.11,59627.23923076923
CUST2543,22,1061932.75,48269.670454545456
CUST2544,18,855802.31,47544.57277777778
CUST2545,15,832117.83,55474.522
CUST2546,25,1329692.34,53187.693600000006
CUST2547,17,984084.6,57887.3294117647
CUST2548,23,1069311.01,46491.78304347826
CUST2549,15,712191.55,47479.43666666667
CUST255,21,1117545.23,53216.439523809524
CUST2550,19,983021.67,51737.98263157895
CUST2551,27,1502825.57,55660.206296296295
CUST2552,20,1135669.69,56783.4845
CUST2553,18,738775.34,41043.07444444444
CUST2554,11,393909.09,35809.917272727274
CUST2555,20,1188326.79,59416.3395
CUST2556,16,903471.91,56466.994375
CUST2557,17,964796.41,56752.73
CUST2558,23,1023524.48,44501.06434782608
CUST2559,19,823170.68,43324.77263157895
CUST256,24,1213137.31,50547.38791666667
CUST2560,19,1061994.8800000001,55894.46736842106
CUST2561,21,903745.27,43035.48904761905
CUST2562,19,856574.78,45082.883157894736
CUST2563,11,397855.3,36168.663636363635
CUST2564,22,1093196.59,49690.7540909091
CUST2565,18,833311.78,46295.09888888889
CUST2566,23,1263843.45,54949.715217391305
CUST2567,21,959090.31,45670.967142857146
CUST2568,25,1462796.37,58511.8548
CUST2569,25,1210047.29,48401.8916
CUST257,13,768125.66,59086.589230769234
CUST2570,24,910779.69,37949.15375
CUST2571,20,949348.13,47467.4065
CUST2572,23,1169501.14,50847.875652173905
CUST2573,23,1241443.32,53975.79652173913
CUST2574,19,883120.8300000001,46480.043684210534
CUST2575,18,786962.54,43720.141111111116
CUST2576,14,853848.46,60989.17571428571
CUST2577,19,947170.4299999999,49851.075263157894
CUST2578,26,1084771.14,41721.96692307692
CUST2579,24,1250128.58,52088.690833333334
CUST258,19,848223.34,44643.33368421053
CUST2580,19,936797.24,49305.11789473684
CUST2581,17,1008071.63,59298.33117647059
CUST2582,20,991392.04,49569.602
CUST2583,19,1100391.97,57915.366842105264
CUST2584,18,927546.49,51530.360555555555
CUST2585,16,1013240.4299999999,63327.526874999996
CUST2586,20,831034.25,41551.7125
CUST2587,23,923958.89,40172.12565217391
CUST2588,22,1303206.61,59236.66409090909
CUST2589,23,1144527.56,49762.06782608696
CUST259,18,574948.19,31941.566111111108
CUST2590,11,719604.2,65418.56363636363
CUST2591,16,734284.74,45892.79625
CUST2592,21,1122419.79,53448.56142857143
CUST2593,15,822134.45,54808.96333333333
CUST2594,13,751688.1799999999,57822.16769230769
CUST2595,26,1538184.59,59160.94576923077
CUST2596,16,836119.1699999999,52257.448124999995
CUST2597,13,635840.87,48910.836153846154
CUST2598,14,816714.47,58336.74785714286
CUST2599,13,845345.8200000001,65026.601538461546
CUST26,21,1268951.96,60426.28380952381
CUST260,12,576468.98,48039.081666666665
CUST2600,31,1381652.9100000001,44569.448709677425
CUST2601,25,1431683.3800000001,57267.3352
CUST2602,18,1001225.87,55623.65944444444
CUST2603,22,1165178.42,52962.65545454545
CUST2604,19,1030092.83,54215.41210526315
CUST2605,19,744349.38,39176.28315789474
CUST2606,14,793448.18,56674.87
CUST2607,17,814145.91,47890.93588235294
CUST2608,21,1049662.74,49983.94
CUST2609,18,747782.61,41543.47833333333
CUST261,14,717364.91,51240.35071428572
CUST2610,12,627488.73,52290.7275
CUST2611,19,1001885.05,52730.79210526316
CUST2612,18,937541.7,52085.649999999994
CUST2613,17,847357.25,49844.544117647056
CUST2614,25,1158953.1099999999,46358.12439999999
CUST2615,11,533191.39,48471.94454545455
CUST2616,24,1037379.65,43224.152083333334
CUST2617,34,1638202.61,48182.42970588236
CUST2618,26,1221783.1400000001,46991.65923076923
CUST2619,28,1207343.4,43119.40714285714
CUST262,13,803460.21,61804.63153846154
CUST2620,19,928114.0700000001,48848.108947368426
CUST2621,23,1226336.79,53318.99086956522
CUST2622,15,902884.0,60192.26666666667
CUST2623,20,1229840.58,61492.029
CUST2624,17,741110.8,43594.75294117647
CUST2625,19,993500.69,52289.509999999995
CUST2626,23,1187706.15,51639.397826086955
CUST2627,29,1236060.96,42622.79172413793
CUST2628,19,1215210.29,63958.43631578948
CUST2629,12,752159.53,62679.96083333334
CUST263,20,1074120.99,53706.0495
CUST2630,27,1259509.58,46648.502962962964
CUST2631,17,607546.76,35738.044705882356
CUST2632,16,819568.6,51223.0375
CUST2633,18,928901.76,51605.653333333335
CUST2634,21,1005475.53,47879.787142857145
CUST2635,23,1231647.18,53549.87739130435
CUST2636,16,919896.03,57493.501875
CUST2637,20,1007901.84,50395.092
CUST2638,15,810075.89,54005.05933333333
CUST2639,31,1497819.4,48316.754838709676
CUST264,20,1112430.32,55621.516
CUST2640,21,985026.56,46906.02666666667
CUST2641,16,817944.3099999999,51121.519374999996
CUST2642,23,1377329.59,59883.895217391306
CUST2643,17,1014308.24,59665.190588235295
CUST2644,22,817225.53,37146.615
CUST2645,21,1057266.6,50346.02857142858
CUST2646,17,810017.97,47648.11588235294
CUST2647,27,1121853.7,41550.137037037035
CUST2648,16,923088.7000000001,57693.043750000004
CUST2649,15,688521.89,45901.45933333333
CUST265,19,784163.84,41271.78105263158
CUST2650,19,713033.72,37528.09052631579
CUST2651,22,1251141.62,56870.07363636364
CUST2652,21,1022351.4,48683.4
CUST2653,17,806551.17,47444.18647058824
CUST2654,26,1200908.51,46188.788846153846
CUST2655,22,1115680.91,50712.76863636363
CUST2656,23,1260005.6300000001,54782.85347826088
CUST2657,18,911070.21,50615.011666666665
CUST2658,23,1117804.95,48600.215217391305
CUST2659,15,919647.1900000001,61309.81266666667
CUST266,21,894389.89,42589.99476190476
CUST2660,21,1131533.64,53882.55428571428
CUST2661,20,1311319.2,65565.95999999999
CUST2662,23,1028528.25,44718.61956521739
CUST2663,15,690229.97,46015.33133333333
CUST2664,21,838479.4299999999,39927.5919047619
CUST2665,21,945958.46,45045.64095238095
CUST2666,19,846154.41,44534.442631578946
CUST2667,24,1266535.45,52772.31041666667
CUST2668,22,1164903.46,52950.15727272727
CUST2669,24,1200491.99,50020.49958333333
CUST267,22,1210101.42,55004.60999999999
CUST2670,21,1180772.85,56227.27857142858
CUST2671,15,733644.47,48909.63133333333
CUST2672,19,977176.69,51430.352105263155
CUST2673,28,1340376.32,47870.58285714286
CUST2674,16,719263.55,44953.971875
CUST2675,25,1248963.32,49958.5328
CUST2676,23,982421.73,42713.98826086956
CUST2677,19,995033.44,52370.181052631575
CUST2678,19,1288032.43,67791.18052631579
CUST2679,17,1001411.95,58906.58529411764
CUST268,21,992510.15,47262.38809523809
CUST2680,21,1020459.49,48593.30904761905
CUST2681,14,551651.76,39403.69714285714
CUST2682,25,1190112.95,47604.518
CUST2683,17,800248.62,47073.44823529412
