transaction_id,customer_id,merchant_id,amount,country,payment_method,timestamp
TXN11754,CUST4154,MER397,61724.7,India,Debit Card,2026-06-04 15:21:10.897951
TXN11757,CUST929,MER379,67245.71,India,Credit Card,2026-06-08 03:55:14.380395
TXN11759,CUST1855,MER383,71359.58,UK,Net Banking,2026-06-15 13:32:59.478262
TXN11760,CUST4045,MER366,69540.46,Germany,Credit Card,2026-06-13 18:48:28.258532
TXN11761,CUST2163,MER166,69070.76,USA,Debit Card,2026-05-29 17:00:35.153155
TXN11763,CUST4307,MER262,51989.99,UK,UPI,2026-05-22 11:26:52.856755
TXN11764,CUST1002,MER88,64118.28,UK,Debit Card,2026-06-05 17:18:27.976294
TXN11765,CUST1179,MER6,90117.73,India,Net Banking,2026-05-23 02:36:23.935946
TXN11766,CUST1834,MER111,81983.93,USA,UPI,2026-05-25 01:49:45.154379
TXN11767,CUST118,MER467,69165.61,Germany,Net Banking,2026-05-22 07:26:20.952181
TXN11769,CUST56,MER225,94100.24,India,Credit Card,2026-06-14 10:55:09.241823
TXN11777,CUST3487,MER244,55256.22,USA,Net Banking,2026-05-18 06:02:29.695093
TXN11779,CUST4657,MER466,50009.98,Germany,Debit Card,2026-05-30 13:47:29.212040
TXN11781,CUST502,MER83,88292.29,USA,UPI,2026-05-23 04:09:43.210083
TXN11782,CUST549,MER196,79794.68,Germany,Debit Card,2026-05-26 18:32:14.485722
TXN11786,CUST2274,MER200,79753.97,Singapore,UPI,2026-05-29 05:45:24.003732
TXN11788,CUST1391,MER223,76500.05,UK,UPI,2026-05-30 17:29:38.059314
TXN11789,CUST3915,MER354,53760.8,UK,Debit Card,2026-06-08 17:20:25.130818
TXN11790,CUST1145,MER495,92974.05,India,Credit Card,2026-05-19 07:38:02.122500
TXN11792,CUST1575,MER140,96108.51,Germany,Credit Card,2026-05-22 14:41:51.845114
TXN11795,CUST2705,MER174,97760.94,USA,UPI,2026-05-23 11:26:02.304553
TXN11799,CUST3854,MER47,75610.62,Singapore,UPI,2026-05-23 10:05:53.795317
TXN11801,CUST4943,MER231,71381.03,India,Credit Card,2026-06-01 02:08:17.586813
TXN11803,CUST310,MER50,50489.95,Germany,Net Banking,2026-05-24 01:16:52.186309
TXN11805,CUST3347,MER44,61702.85,UK,Credit Card,2026-05-29 10:22:24.890503
TXN11806,CUST4704,MER150,90394.79,USA,Debit Card,2026-06-06 23:24:41.699169
TXN11807,CUST4121,MER124,82420.26,Singapore,Credit Card,2026-05-29 14:39:49.979620
TXN11809,CUST111,MER283,83494.99,Germany,UPI,2026-06-13 10:07:23.912632
TXN11816,CUST2651,MER499,86532.47,USA,UPI,2026-05-28 13:08:22.951606
TXN11817,CUST2711,MER187,77362.04,UK,UPI,2026-05-31 11:56:08.811357
TXN11824,CUST875,MER342,88397.4,USA,Credit Card,2026-06-14 23:20:03.350846
TXN11825,CUST63,MER22,75421.07,Singapore,UPI,2026-06-04 22:43:17.740095
TXN11828,CUST2373,MER372,61531.19,Germany,Credit Card,2026-06-12 06:36:00.147713
TXN11829,CUST797,MER454,53416.66,USA,Credit Card,2026-06-12 02:04:31.326011
TXN11833,CUST4801,MER51,74122.92,Germany,Debit Card,2026-06-07 07:25:28.101702
TXN11834,CUST4778,MER67,72047.16,USA,Debit Card,2026-05-23 06:22:58.747102
TXN11835,CUST124,MER448,97624.59,Germany,Net Banking,2026-06-15 11:54:35.663355
TXN11840,CUST1660,MER180,50051.75,UK,Net Banking,2026-05-23 08:49:41.360533
TXN11841,CUST4972,MER483,61217.21,India,UPI,2026-05-27 21:53:20.934721
TXN11842,CUST1649,MER152,67627.68,Singapore,Credit Card,2026-05-19 18:59:26.217738
TXN11843,CUST4844,MER186,78572.97,India,UPI,2026-06-10 11:30:22.487571
TXN11844,CUST1723,MER169,65373.03,UK,Debit Card,2026-06-02 13:40:45.017720
TXN11846,CUST100,MER458,86012.65,Germany,Credit Card,2026-06-06 10:07:52.219307
TXN11848,CUST2560,MER360,50447.76,Singapore,Net Banking,2026-05-26 20:07:16.126072
TXN11851,CUST1859,MER312,58359.44,USA,UPI,2026-05-24 04:14:21.028701
TXN11853,CUST277,MER281,84714.91,Germany,Net Banking,2026-06-10 23:33:59.943781
TXN11856,CUST2803,MER218,52071.06,Germany,Net Banking,2026-05-31 04:09:31.634969
TXN11860,CUST954,MER316,59967.39,Germany,Debit Card,2026-06-15 03:00:19.643097
TXN11862,CUST3640,MER121,60920.67,Germany,Debit Card,2026-06-03 05:32:16.259869
TXN11863,CUST4875,MER125,56323.07,Singapore,Net Banking,2026-06-01 19:36:36.937844
TXN11866,CUST4230,MER275,81397.56,India,Debit Card,2026-05-18 07:53:07.315879
TXN11867,CUST4273,MER415,61532.61,Singapore,Credit Card,2026-06-07 08:44:18.885305
TXN11868,CUST2012,MER403,95086.71,Singapore,Net Banking,2026-05-30 23:36:36.294954
TXN11870,CUST272,MER289,75056.18,India,UPI,2026-06-08 18:12:55.359841
TXN11873,CUST444,MER379,91128.4,UK,Net Banking,2026-05-22 11:25:48.819613
TXN11876,CUST4835,MER112,58627.93,USA,Net Banking,2026-05-20 20:47:51.174845
TXN11877,CUST4748,MER288,90276.71,Germany,Debit Card,2026-06-02 04:37:23.793225
TXN11878,CUST526,MER382,51106.94,India,UPI,2026-06-10 05:48:06.259173
TXN11881,CUST2505,MER187,86768.3,India,Debit Card,2026-06-06 02:17:54.400317
TXN11882,CUST1185,MER418,86501.59,USA,UPI,2026-05-17 16:28:10.752104
TXN11885,CUST1638,MER259,88912.41,Singapore,UPI,2026-05-20 20:00:15.232952
TXN11887,CUST540,MER221,78694.57,Singapore,Net Banking,2026-05-21 11:13:14.845809
TXN11888,CUST622,MER380,52865.05,India,UPI,2026-06-08 01:13:05.781550
TXN11889,CUST2030,MER234,53573.15,India,UPI,2026-06-05 11:55:16.374781
TXN11891,CUST4687,MER58,55019.29,India,Net Banking,2026-05-22 18:01:37.195637
TXN11892,CUST4663,MER18,87350.41,Germany,Net Banking,2026-06-05 20:39:38.426148
TXN11893,CUST2685,MER290,75475.73,Singapore,UPI,2026-05-23 11:10:57.284604
TXN11895,CUST247,MER6,66954.78,USA,Net Banking,2026-06-16 02:28:26.032903
TXN11898,CUST1434,MER273,80488.46,India,UPI,2026-06-11 22:00:39.206996
TXN11900,CUST243,MER467,95079.06,UK,Net Banking,2026-06-06 22:21:55.376991
TXN11901,CUST3044,MER173,52244.49,USA,Net Banking,2026-05-25 19:10:45.442439
TXN11902,CUST3090,MER7,85323.32,USA,UPI,2026-05-23 14:19:00.395432
TXN11903,CUST847,MER105,51261.54,UK,Credit Card,2026-05-23 12:46:07.186158
TXN11904,CUST4062,MER289,90565.35,USA,Credit Card,2026-06-09 14:45:02.778423
TXN11907,CUST2434,MER454,50026.99,India,Credit Card,2026-05-21 19:06:46.019027
TXN11908,CUST2382,MER19,59531.49,Singapore,UPI,2026-06-01 06:17:37.298654
TXN11909,CUST4068,MER495,59432.47,UK,Net Banking,2026-05-24 20:54:36.560293
TXN11914,CUST3180,MER90,50826.67,USA,Credit Card,2026-05-29 19:12:45.616117
TXN11915,CUST2524,MER294,62645.47,India,Net Banking,2026-06-10 21:24:48.540710
TXN11916,CUST417,MER243,78849.11,Germany,UPI,2026-05-31 15:18:53.105458
TXN11920,CUST523,MER484,96494.26,UK,Credit Card,2026-06-09 23:04:44.478319
TXN11921,CUST528,MER57,77661.52,UK,Debit Card,2026-05-27 08:04:18.438404
TXN11922,CUST4162,MER484,74303.58,Germany,Debit Card,2026-06-08 14:11:32.839166
TXN11923,CUST4256,MER223,84144.17,Singapore,Debit Card,2026-06-04 22:11:05.385591
TXN11924,CUST894,MER295,95678.0,UK,UPI,2026-05-19 21:40:17.657614
TXN11925,CUST4833,MER130,79637.39,Singapore,Debit Card,2026-05-18 04:24:44.478436
TXN11928,CUST4125,MER113,64618.83,Germany,Net Banking,2026-05-29 08:44:39.942247
TXN11929,CUST384,MER307,90292.1,Germany,Credit Card,2026-05-31 06:21:39.094942
TXN11932,CUST4954,MER300,74703.43,USA,UPI,2026-05-27 13:37:16.979904
TXN11935,CUST2883,MER57,53055.52,India,Debit Card,2026-06-03 23:07:30.236254
TXN11936,CUST36,MER477,86143.01,USA,UPI,2026-05-31 14:12:02.788279
TXN11937,CUST3399,MER457,93439.74,India,Debit Card,2026-06-08 12:40:57.795854
TXN11941,CUST3994,MER274,62463.96,UK,Credit Card,2026-05-29 18:51:13.192542
TXN11943,CUST4411,MER221,94866.81,Singapore,Credit Card,2026-06-11 04:34:17.158961
TXN11946,CUST2159,MER370,88773.3,Singapore,UPI,2026-06-13 07:03:08.636471
TXN11947,CUST1258,MER337,86633.25,UK,UPI,2026-05-24 21:49:46.012407
TXN11948,CUST3429,MER175,86748.67,India,Credit Card,2026-06-10 13:42:07.880139
TXN11952,CUST196,MER463,86516.71,USA,Credit Card,2026-06-13 18:25:12.093512
TXN11955,CUST203,MER467,95947.19,Singapore,Debit Card,2026-05-22 10:11:49.617586
TXN11958,CUST3806,MER91,78490.75,Singapore,Debit Card,2026-05-24 05:52:42.752284
TXN11960,CUST876,MER8,93976.91,India,UPI,2026-06-15 09:28:37.158061
TXN11962,CUST4191,MER448,59826.65,Germany,Debit Card,2026-06-01 22:44:32.817741
TXN11963,CUST2494,MER435,58609.48,Singapore,UPI,2026-06-09 12:34:18.167329
TXN11965,CUST4895,MER18,77523.28,Singapore,Credit Card,2026-05-19 05:33:36.070856
TXN11966,CUST3437,MER383,66863.34,Singapore,Credit Card,2026-05-22 03:26:12.995508
TXN11968,CUST2275,MER109,58904.86,Germany,UPI,2026-06-14 01:58:50.706326
TXN11970,CUST4911,MER127,54469.33,Singapore,Debit Card,2026-05-26 03:23:13.989786
TXN11971,CUST241,MER310,85181.9,Singapore,Credit Card,2026-06-06 00:44:59.980929
TXN11976,CUST3395,MER349,52741.02,Germany,Net Banking,2026-06-02 02:36:18.216295
TXN11977,CUST654,MER454,88693.06,UK,Net Banking,2026-06-14 00:04:25.930493
TXN11980,CUST2134,MER38,86676.56,Germany,Debit Card,2026-06-07 09:31:13.425294
TXN11983,CUST2453,MER248,85450.79,India,Debit Card,2026-05-30 22:02:01.303705
TXN11984,CUST3293,MER489,55528.57,USA,Credit Card,2026-06-12 13:57:38.349997
TXN11989,CUST1301,MER434,89892.23,Singapore,Credit Card,2026-06-15 01:59:00.655195
TXN11990,CUST2950,MER293,74510.45,Singapore,Debit Card,2026-05-18 05:19:32.745239
TXN11991,CUST2758,MER459,74540.95,India,Debit Card,2026-05-21 01:06:37.926942
TXN11992,CUST3368,MER203,94084.17,UK,Credit Card,2026-06-09 03:05:47.302926
TXN11993,CUST4330,MER460,97797.23,USA,UPI,2026-06-09 16:23:41.326859
TXN11994,CUST767,MER281,75876.62,UK,UPI,2026-05-30 06:35:25.723262
TXN11997,CUST1275,MER145,89159.21,Singapore,UPI,2026-06-09 21:47:49.100311
TXN11999,CUST642,MER259,79266.98,India,Net Banking,2026-05-29 17:04:03.225804
TXN12002,CUST1202,MER409,83743.94,India,Net Banking,2026-06-10 01:18:12.761577
TXN12004,CUST1588,MER452,68190.49,Singapore,Credit Card,2026-06-15 19:51:43.495402
TXN12005,CUST1117,MER354,78556.5,India,Net Banking,2026-06-14 00:14:54.142496
TXN12009,CUST2090,MER302,73840.28,USA,Debit Card,2026-06-05 05:38:17.277130
TXN12010,CUST2151,MER108,92400.58,USA,UPI,2026-06-03 00:14:31.909124
TXN12011,CUST4179,MER47,87385.84,India,Credit Card,2026-05-30 07:05:33.077644
TXN12013,CUST671,MER204,92014.72,Singapore,UPI,2026-06-04 15:28:55.974316
TXN12015,CUST2989,MER474,84431.14,UK,UPI,2026-06-02 01:28:52.801388
TXN12017,CUST615,MER393,86770.21,Germany,Credit Card,2026-05-21 18:26:19.855470
TXN12019,CUST4165,MER15,81639.98,UK,Debit Card,2026-05-29 05:46:30.235708
TXN12024,CUST2819,MER261,86315.98,UK,Debit Card,2026-05-27 00:19:54.585691
TXN12026,CUST311,MER352,86921.19,USA,UPI,2026-05-30 14:23:40.384734
TXN12027,CUST1314,MER90,78320.99,USA,Net Banking,2026-05-30 18:48:25.578338
TXN12028,CUST1859,MER7,69658.41,Singapore,Debit Card,2026-05-19 18:33:22.308503
TXN12031,CUST182,MER179,86627.4,UK,Credit Card,2026-05-28 07:57:34.080979
TXN12033,CUST3366,MER382,84800.38,Germany,UPI,2026-06-06 01:57:13.243239
TXN12036,CUST4345,MER351,97173.66,UK,UPI,2026-05-24 14:13:33.827935
TXN12037,CUST797,MER22,60289.16,Singapore,Credit Card,2026-06-12 13:46:04.902822
TXN12038,CUST873,MER276,57180.04,UK,Net Banking,2026-06-07 04:58:26.668448
TXN12040,CUST4211,MER408,86898.58,India,UPI,2026-05-24 17:30:33.098305
TXN12042,CUST854,MER145,60274.32,USA,Debit Card,2026-05-17 12:01:00.544672
TXN12043,CUST3483,MER105,68803.25,UK,Credit Card,2026-06-01 23:51:10.102353
TXN12045,CUST2461,MER391,74489.63,USA,Net Banking,2026-05-17 23:39:39.083430
TXN12046,CUST3107,MER407,91661.76,Germany,UPI,2026-05-20 18:53:14.366927
TXN12047,CUST1031,MER432,95163.96,Germany,Net Banking,2026-05-25 03:43:16.575639
TXN12049,CUST4395,MER176,56457.6,India,Credit Card,2026-06-12 10:41:08.476598
TXN12051,CUST594,MER224,81673.15,UK,UPI,2026-05-31 22:23:36.529672
TXN12054,CUST4644,MER206,60106.79,USA,Debit Card,2026-06-01 22:57:24.124651
TXN12056,CUST4608,MER470,53365.84,Germany,Credit Card,2026-05-19 04:55:52.321481
TXN12059,CUST4036,MER256,84608.68,Germany,Debit Card,2026-06-02 23:51:18.977302
TXN12061,CUST2962,MER420,74278.39,India,Net Banking,2026-05-18 15:12:33.031399
TXN12062,CUST288,MER448,63443.85,USA,Debit Card,2026-05-24 00:42:32.959328
TXN12064,CUST3489,MER133,85952.54,USA,Debit Card,2026-05-26 07:24:35.192380
TXN12066,CUST4991,MER414,69753.61,India,Debit Card,2026-06-02 01:19:11.547570
TXN12068,CUST3494,MER383,77217.38,USA,Debit Card,2026-06-13 18:54:53.852709
TXN12069,CUST899,MER456,97899.11,USA,Debit Card,2026-06-06 22:28:21.008647
TXN12070,CUST850,MER364,95310.38,USA,Debit Card,2026-06-07 01:54:06.235860
TXN12072,CUST1362,MER391,55643.51,USA,Debit Card,2026-06-08 17:14:33.535227
TXN12073,CUST3488,MER339,65009.24,Germany,Net Banking,2026-05-20 21:53:18.791518
TXN12074,CUST2482,MER234,65120.88,Germany,Net Banking,2026-05-27 11:16:08.261002
TXN12076,CUST1243,MER22,81667.98,Germany,Credit Card,2026-05-31 19:05:43.053015
TXN12080,CUST354,MER38,77263.94,Germany,UPI,2026-06-13 10:59:12.947092
TXN12081,CUST400,MER297,67752.93,Singapore,Net Banking,2026-05-19 21:52:56.723946
TXN12085,CUST3527,MER390,84751.76,Germany,Debit Card,2026-06-06 09:40:37.868958
TXN12088,CUST713,MER181,87288.46,Germany,Credit Card,2026-06-09 20:05:57.587808
TXN12089,CUST326,MER209,85317.48,USA,Credit Card,2026-06-02 17:15:14.862324
TXN12090,CUST3006,MER85,89150.18,Singapore,Credit Card,2026-06-09 19:37:56.834537
TXN12093,CUST2123,MER151,87998.25,UK,Net Banking,2026-05-28 12:06:46.007318
TXN12096,CUST2246,MER154,78249.68,Germany,Net Banking,2026-05-19 22:26:15.023533
TXN12097,CUST3809,MER14,96702.91,UK,UPI,2026-06-03 02:18:53.496061
TXN12102,CUST4071,MER245,65819.33,India,Credit Card,2026-06-11 04:39:41.245847
TXN12105,CUST1938,MER464,81668.65,UK,Debit Card,2026-05-19 07:18:01.657989
TXN12107,CUST1671,MER87,61732.04,India,Net Banking,2026-05-20 18:03:19.703177
TXN12108,CUST744,MER115,82660.37,UK,UPI,2026-06-13 13:49:53.239744
TXN12110,CUST544,MER499,94145.21,UK,UPI,2026-06-06 04:00:29.792918
TXN12112,CUST4046,MER406,76445.89,Germany,Credit Card,2026-05-27 18:05:40.302339
TXN12113,CUST2034,MER198,81837.35,Germany,UPI,2026-05-23 11:11:31.457107
TXN12116,CUST1624,MER424,84282.98,Singapore,Net Banking,2026-06-14 07:47:11.188608
TXN12117,CUST4831,MER34,64230.5,Germany,Net Banking,2026-06-03 21:47:33.299107
TXN12118,CUST4786,MER470,66347.26,Singapore,Debit Card,2026-06-14 08:14:22.391468
TXN12120,CUST2672,MER21,64890.61,Singapore,Debit Card,2026-06-16 03:23:33.972513
TXN12126,CUST2795,MER485,56628.39,UK,Debit Card,2026-06-13 16:55:46.612560
TXN12127,CUST1816,MER275,88531.5,India,UPI,2026-06-05 12:36:59.207396
TXN12132,CUST3486,MER271,56038.73,Germany,Net Banking,2026-05-25 17:58:38.967901
TXN12133,CUST3174,MER180,52822.24,USA,Credit Card,2026-05-23 01:08:02.831328
TXN12138,CUST3804,MER205,51156.22,Germany,UPI,2026-05-27 18:52:43.271713
TXN12140,CUST2638,MER296,73866.0,UK,UPI,2026-06-15 02:29:23.617587
TXN12141,CUST1434,MER472,65513.76,Germany,Net Banking,2026-05-30 22:50:22.910805
TXN12142,CUST1248,MER67,67714.48,Germany,Debit Card,2026-06-03 00:25:16.008424
TXN12143,CUST1853,MER131,84671.76,Germany,Net Banking,2026-05-18 21:50:58.331522
TXN12146,CUST4768,MER319,96098.13,India,Net Banking,2026-06-03 23:30:43.063286
TXN12147,CUST4255,MER106,58220.46,India,Debit Card,2026-05-28 13:27:04.900909
TXN12148,CUST1946,MER282,78033.19,UK,Debit Card,2026-06-13 20:17:02.907441
TXN12152,CUST3966,MER137,72797.18,Singapore,UPI,2026-06-04 11:28:32.977738
TXN12153,CUST840,MER346,62777.45,USA,Debit Card,2026-06-15 20:01:05.128652
TXN12159,CUST2109,MER229,76824.99,UK,Credit Card,2026-06-09 04:24:37.410663
TXN12160,CUST4296,MER407,76785.63,India,Credit Card,2026-05-26 15:51:03.408735
TXN12162,CUST4454,MER464,74523.66,India,Net Banking,2026-05-18 04:32:59.133144
TXN12163,CUST1750,MER224,77446.82,India,UPI,2026-06-05 07:28:15.885935
TXN12164,CUST4398,MER493,84945.99,Singapore,Credit Card,2026-06-13 02:59:04.563218
TXN12166,CUST473,MER278,81316.47,Germany,UPI,2026-06-13 00:28:37.228939
TXN12171,CUST4473,MER430,75088.18,Germany,Debit Card,2026-06-06 18:32:03.941181
TXN12173,CUST1943,MER152,88070.81,Germany,Debit Card,2026-06-01 00:13:48.853698
TXN12177,CUST3797,MER413,62902.58,Singapore,Net Banking,2026-06-01 01:30:30.479144
TXN12179,CUST4897,MER427,55535.07,India,Debit Card,2026-05-29 05:54:07.700391
TXN12182,CUST4841,MER60,69920.36,Germany,UPI,2026-05-28 23:44:49.803879
TXN12183,CUST2980,MER221,97302.96,Germany,Debit Card,2026-05-25 14:12:13.184577
TXN12184,CUST4311,MER115,58092.44,Singapore,UPI,2026-05-30 10:39:49.739376
TXN12185,CUST1237,MER436,55720.64,India,UPI,2026-06-14 20:12:03.438191
TXN12186,CUST4621,MER47,71978.79,Germany,Net Banking,2026-05-18 13:38:24.889707
TXN12190,CUST3782,MER378,69617.91,Germany,Debit Card,2026-06-09 20:20:23.790547
TXN12193,CUST2569,MER60,75582.51,UK,Debit Card,2026-06-15 09:01:25.534777
TXN12197,CUST4627,MER350,76473.84,India,Credit Card,2026-05-19 16:56:37.352444
TXN12199,CUST1273,MER441,74583.19,Singapore,Net Banking,2026-06-12 14:32:23.993831
TXN12201,CUST925,MER50,86256.33,Germany,Credit Card,2026-05-24 06:42:00.841848
TXN12202,CUST21,MER70,88380.56,UK,Credit Card,2026-06-03 11:39:20.723952
TXN12204,CUST1923,MER222,70655.3,Singapore,Debit Card,2026-06-03 04:06:03.355356
TXN12206,CUST347,MER358,52561.18,USA,Net Banking,2026-06-02 10:41:24.109395
TXN12208,CUST1800,MER93,51862.23,USA,UPI,2026-05-21 01:47:12.430304
TXN12211,CUST4565,MER172,76589.04,UK,Net Banking,2026-06-01 01:16:21.073266
TXN12214,CUST3008,MER169,65603.03,Germany,Credit Card,2026-05-17 16:53:29.513112
TXN12215,CUST1074,MER485,76370.56,Singapore,UPI,2026-05-30 22:46:08.630604
TXN12216,CUST52,MER338,59282.74,UK,UPI,2026-06-09 07:43:44.837974
TXN12217,CUST2325,MER137,71636.17,Germany,Debit Card,2026-05-31 17:23:36.857120
TXN12219,CUST3431,MER4,72479.28,USA,Debit Card,2026-05-18 17:01:11.152132
TXN12220,CUST4262,MER115,85552.75,Singapore,Credit Card,2026-06-11 08:27:55.292956
TXN12222,CUST1090,MER275,89720.21,Singapore,Net Banking,2026-06-12 00:01:41.714522
TXN12225,CUST4539,MER465,62361.33,Singapore,Credit Card,2026-06-09 10:21:05.665596
TXN12228,CUST1415,MER340,61473.15,India,Debit Card,2026-06-08 06:54:50.456747
TXN12230,CUST1017,MER235,79208.47,UK,UPI,2026-05-25 03:09:16.445170
TXN12234,CUST1646,MER88,93122.86,Germany,Credit Card,2026-06-10 18:35:49.842157
TXN12235,CUST3894,MER75,69213.81,India,Net Banking,2026-05-25 23:42:32.510447
TXN12237,CUST2233,MER487,83694.92,USA,UPI,2026-05-29 09:04:59.981831
TXN12240,CUST668,MER49,80881.31,UK,Debit Card,2026-06-10 22:47:55.628470
TXN12244,CUST1162,MER494,58622.35,USA,Credit Card,2026-05-31 11:59:10.835919
TXN12245,CUST686,MER360,93160.78,UK,Debit Card,2026-06-12 23:32:45.612649
TXN12246,CUST402,MER109,86754.84,USA,Net Banking,2026-05-23 01:04:32.698347
TXN12247,CUST3055,MER170,71984.65,USA,Net Banking,2026-06-11 22:33:54.887222
TXN12248,CUST4368,MER61,99609.98,USA,UPI,2026-05-31 09:35:45.865613
TXN12249,CUST132,MER435,71239.47,UK,Credit Card,2026-05-28 06:03:39.184623
TXN12251,CUST2193,MER123,72435.11,USA,Net Banking,2026-05-28 16:21:02.492738
TXN12256,CUST129,MER170,57593.96,UK,Credit Card,2026-05-24 22:47:15.671029
TXN12257,CUST3280,MER371,62424.89,India,Credit Card,2026-06-11 22:04:08.305002
TXN12261,CUST3897,MER195,79497.72,UK,UPI,2026-05-31 02:13:08.095346
TXN12263,CUST98,MER421,57423.45,India,Debit Card,2026-05-26 07:01:18.380295
TXN12264,CUST2826,MER261,91788.43,Singapore,Credit Card,2026-06-14 14:04:03.961249
TXN12265,CUST2431,MER350,64055.11,UK,Debit Card,2026-06-12 03:00:07.388774
TXN12266,CUST86,MER286,80750.31,USA,Credit Card,2026-05-27 04:00:45.529425
TXN12267,CUST4134,MER461,98912.23,USA,Net Banking,2026-06-08 06:50:34.363527
TXN12268,CUST2284,MER91,80678.78,Singapore,UPI,2026-06-07 19:26:58.248143
TXN12269,CUST2649,MER398,61307.02,USA,Net Banking,2026-06-11 06:16:40.541425
TXN12270,CUST385,MER454,98880.03,Singapore,Credit Card,2026-06-09 14:16:51.390983
TXN12273,CUST2900,MER303,75379.99,USA,UPI,2026-06-14 06:41:49.924261
TXN12274,CUST4818,MER35,90243.81,UK,Net Banking,2026-05-22 07:14:05.726881
TXN12277,CUST4640,MER272,99362.81,Singapore,Credit Card,2026-05-30 09:48:32.941053
TXN12278,CUST4983,MER51,73865.98,Singapore,UPI,2026-06-13 21:54:46.268379
TXN12279,CUST4367,MER276,53332.22,Germany,Debit Card,2026-06-06 17:36:45.757948
TXN12280,CUST4576,MER10,79621.87,UK,UPI,2026-06-03 23:49:39.600202
TXN12281,CUST2360,MER122,70836.44,Germany,Net Banking,2026-06-01 08:07:49.870549
TXN12282,CUST3315,MER229,83715.61,USA,Net Banking,2026-06-07 23:41:18.886540
TXN12284,CUST3129,MER243,82481.29,Germany,Debit Card,2026-06-01 16:02:54.704734
TXN12288,CUST3657,MER173,68050.22,Singapore,Net Banking,2026-05-25 06:37:16.102226
TXN12289,CUST2959,MER36,50947.95,USA,Debit Card,2026-05-27 11:47:43.044525
TXN12294,CUST3755,MER134,62675.2,India,UPI,2026-06-03 21:45:09.800618
TXN12296,CUST4706,MER307,53139.18,Germany,Net Banking,2026-06-13 18:14:48.643008
TXN12297,CUST3610,MER206,92029.6,Germany,Debit Card,2026-06-10 22:58:56.234260
TXN12298,CUST4245,MER167,53244.35,Germany,Debit Card,2026-05-19 14:22:34.554821
TXN12299,CUST108,MER382,55296.05,India,UPI,2026-06-15 17:19:01.933741
TXN12300,CUST4018,MER446,89467.38,UK,Net Banking,2026-05-28 11:33:32.359453
TXN12302,CUST1057,MER309,55306.3,USA,Credit Card,2026-06-13 00:55:52.064744
TXN12303,CUST4878,MER457,59405.71,USA,Credit Card,2026-05-29 14:23:12.552262
TXN12306,CUST2335,MER149,83694.44,USA,Debit Card,2026-06-05 11:40:27.129637
TXN12307,CUST2718,MER368,72489.72,India,Credit Card,2026-05-23 15:03:58.552848
TXN12308,CUST2027,MER8,65099.99,USA,Credit Card,2026-06-10 12:34:28.133925
TXN12309,CUST4096,MER223,52503.49,India,UPI,2026-05-31 10:08:18.766939
TXN12310,CUST3473,MER393,85238.94,Germany,UPI,2026-06-01 21:14:45.615059
TXN12312,CUST351,MER414,74943.79,Germany,Credit Card,2026-05-18 10:36:26.400911
TXN12314,CUST3058,MER347,93714.51,USA,UPI,2026-06-13 07:50:15.632620
TXN12317,CUST4525,MER211,52513.59,USA,UPI,2026-05-29 23:30:14.136901
TXN12319,CUST3010,MER181,56984.72,India,Credit Card,2026-05-20 21:30:32.793720
TXN12325,CUST87,MER2,81521.75,Singapore,Debit Card,2026-06-12 01:32:23.950090
TXN12326,CUST4772,MER153,66998.37,India,UPI,2026-05-31 20:02:43.086051
TXN12329,CUST1983,MER301,86155.81,Germany,Net Banking,2026-05-17 20:32:38.295390
TXN12331,CUST3103,MER78,65510.65,UK,Debit Card,2026-06-11 12:33:00.329275
TXN12332,CUST1805,MER98,62132.0,Singapore,Net Banking,2026-05-23 14:57:53.671616
TXN12333,CUST2756,MER151,84142.86,Singapore,Debit Card,2026-06-06 20:17:12.423781
TXN12334,CUST454,MER114,99167.83,UK,UPI,2026-05-19 21:18:14.858996
TXN12335,CUST4872,MER404,70171.63,UK,Debit Card,2026-06-14 23:59:18.389427
TXN12336,CUST689,MER347,77687.72,India,UPI,2026-05-24 23:12:13.532549
TXN12338,CUST4472,MER301,76789.64,Germany,Credit Card,2026-06-12 21:45:40.856664
TXN12341,CUST3199,MER176,88541.98,UK,UPI,2026-05-30 11:59:01.849496
TXN12343,CUST1853,MER75,94680.96,Germany,UPI,2026-06-02 16:36:45.319650
TXN12344,CUST2127,MER62,89147.66,Singapore,UPI,2026-06-04 18:25:40.555892
TXN12346,CUST838,MER142,58177.28,Germany,Credit Card,2026-05-26 02:23:12.127359
TXN12347,CUST3418,MER213,81516.76,Singapore,Net Banking,2026-05-27 04:58:25.316525
TXN12348,CUST800,MER375,53110.28,UK,Credit Card,2026-05-24 04:39:50.521951
TXN12349,CUST2938,MER223,64798.38,Singapore,Net Banking,2026-05-23 20:30:33.221404
TXN12350,CUST1757,MER203,79333.17,UK,UPI,2026-05-25 04:22:45.560199
TXN12351,CUST272,MER500,57140.17,USA,Net Banking,2026-05-30 20:33:19.032806
TXN12355,CUST3544,MER161,55291.92,UK,Net Banking,2026-05-23 17:56:09.011011
TXN12360,CUST593,MER498,97153.8,USA,Credit Card,2026-05-31 21:16:51.441303
TXN12361,CUST4199,MER272,79530.5,UK,Credit Card,2026-06-12 06:04:13.876535
TXN12363,CUST1,MER482,85303.39,USA,UPI,2026-05-26 21:39:52.223592
TXN12364,CUST3436,MER426,90219.47,Singapore,Debit Card,2026-05-27 08:45:33.510550
TXN12367,CUST4478,MER133,93587.32,USA,Credit Card,2026-06-09 13:53:38.338479
